CustomerID,Gender,Age,Tenure,InternetService,Contract,MonthlyCharges,TotalCharges,Churn
CUST-00133,Male,47,41,Fiber optic,Month-to-month,80.08,3301.46,Yes
CUST-00134,Male,70,11,No,Two year,18.05,183.57,No
CUST-00135,Male,30,17,Fiber optic,One year,69.36,1187.09,Yes
CUST-00136,Male,38,65,Fiber optic,Month-to-month,77.14,5024.34,No
CUST-00137,Male,36,16,DSL,Two year,64.29,1013.03,No
CUST-00138,Male,70,67,Fiber optic,One year,78.55,5280.97,No
CUST-00139,Male,36,70,Fiber optic,One year,66.52,4664.02,No
CUST-00140,Male,74,61,No,Two year,30.45,1871.44,No
CUST-00141,Female,42,40,DSL,Month-to-month,64.68,2598.38,No
CUST-00142,Male,39,33,DSL,One year,52.41,1729.82,No
CUST-00143,Female,48,69,Fiber optic,Month-to-month,81.45,5604.04,No
CUST-00144,Female,34,44,DSL,Month-to-month,61.57,2717.55,No
CUST-00145,Female,72,57,Fiber optic,Two year,84.31,4796.44,No
CUST-00146,Male,40,50,Fiber optic,One year,74.67,3730.92,No
CUST-00147,Male,49,33,Fiber optic,One year,82.03,2720.36,No
CUST-00148,Male,27,43,No,Two year,19.88,853.31,No
CUST-00149,Male,27,14,Fiber optic,Two year,65.57,932.07,No
CUST-00150,Female,53,69,Fiber optic,Two year,80.96,5579.62,No
CUST-00151,Male,25,49,DSL,Month-to-month,50.53,2456.15,Yes
CUST-00152,Male,71,31,Fiber optic,Month-to-month,79.4,2460.99,No
CUST-00153,Male,69,66,No,Month-to-month,27.92,1842.22,Yes
CUST-00154,Male,37,2,DSL,Month-to-month,49.43,106.54,Yes
CUST-00155,Male,49,50,Fiber optic,Month-to-month,74.47,3724.5,No
CUST-00156,Female,67,66,DSL,One year,51.62,3414.76,No
CUST-00157,Male,31,47,DSL,One year,47.41,2216.12,No
CUST-00158,Female,67,16,DSL,Two year,60.24,951.31,No
CUST-00159,Male,45,6,DSL,One year,59.49,376.01,No
CUST-00160,Female,63,12,No,One year,17.01,191.89,No
CUST-00161,Male,69,65,Fiber optic,Month-to-month,65.28,4244.76,No
CUST-00162,Male,70,3,DSL,Month-to-month,56.07,176.1,No
CUST-00163,Female,41,9,Fiber optic,Month-to-month,74.82,688.27,Yes
CUST-00164,Female,32,16,DSL,One year,53.81,848.32,No
CUST-00165,Female,39,51,Fiber optic,Month-to-month,74.55,3815.17,Yes
CUST-00166,Male,47,5,DSL,One year,57.59,270.09,No
CUST-00167,Female,21,68,DSL,One year,51.08,3492.97,No
CUST-00168,Male,30,8,No,Month-to-month,27.13,228.64,No
CUST-00169,Male,40,20,DSL,Month-to-month,54.01,1077.91,No
CUST-00170,Female,25,23,No,Month-to-month,21.11,490.32,No
CUST-00171,Female,35,3,Fiber optic,Month-to-month,83.95,240.17,Yes
CUST-00172,Male,29,23,DSL,One year,48.14,1094.2,Yes
CUST-00173,Male,72,58,Fiber optic,One year,74.01,4296.34,No
CUST-00174,Female,48,2,Fiber optic,One year,79.14,166.4,No
CUST-00175,Female,31,67,DSL,Two year,63.48,4264.55,No
CUST-00176,Female,51,39,DSL,One year,63.67,2480.27,No
CUST-00177,Male,35,47,DSL,Two year,63.17,2981.97,No
CUST-00178,Male,73,53,No,Month-to-month,21.15,1131.03,No
CUST-00179,Male,51,34,Fiber optic,One year,67.49,2302.11,No
CUST-00180,Male,28,55,DSL,Month-to-month,55.01,3025.27,Yes
CUST-00181,Male,58,39,No,Month-to-month,23.64,914.88,Yes
CUST-00182,Male,29,67,DSL,Month-to-month,64.24,4317.4,No
CUST-00183,Female,66,45,DSL,One year,64.99,2931.51,No
CUST-00184,Male,32,12,DSL,Month-to-month,60.13,720.32,No
CUST-00185,Male,74,26,Fiber optic,Month-to-month,68.63,1787.79,No
CUST-00186,Male,48,5,DSL,Two year,46.82,228.04,No
CUST-00187,Female,66,16,Fiber optic,Two year,82.15,1307.67,No
CUST-00188,Male,46,35,No,One year,33.9,1199.18,No
CUST-00189,Male,43,1,DSL,One year,51.29,44.22,No
CUST-00190,Female,35,51,DSL,Two year,55.29,2839.41,No
CUST-00191,Male,49,65,Fiber optic,One year,73.26,4749.73,No
CUST-00192,Male,39,51,Fiber optic,Month-to-month,77.51,3963.32,No
CUST-00193,Male,55,42,No,Two year,33.55,1406.77,No
CUST-00194,Male,34,21,Fiber optic,One year,84.46,1778.08,Yes
CUST-00195,Male,40,54,DSL,Month-to-month,56.02,3027.0,No
CUST-00196,Female,41,66,DSL,Month-to-month,63.26,4173.53,No
CUST-00197,Female,67,59,DSL,Month-to-month,54.97,3251.75,No
CUST-00198,Female,25,57,Fiber optic,Two year,81.69,4675.8,No
CUST-00199,Male,58,11,DSL,Month-to-month,52.67,596.26,No
CUST-00200,Male,23,68,DSL,Two year,62.28,4226.13,No
CUST-00201,Male,22,38,Fiber optic,Two year,83.68,3180.34,No
CUST-00202,Female,61,12,DSL,One year,50.97,615.13,No
CUST-00203,Male,74,40,Fiber optic,One year,67.97,2720.42,No
CUST-00204,Male,46,56,DSL,Month-to-month,55.87,3126.86,Yes
CUST-00205,Female,45,52,No,Month-to-month,28.95,1508.27,No
CUST-00206,Male,28,11,DSL,Month-to-month,45.87,514.39,No
CUST-00207,Female,74,12,No,One year,22.72,279.21,No
CUST-00208,Female,18,56,DSL,Month-to-month,54.91,3056.25,No
CUST-00209,Female,60,39,Fiber optic,Month-to-month,82.39,3228.33,No
CUST-00210,Male,36,44,DSL,Month-to-month,54.14,2390.99,No
CUST-00211,Male,26,34,Fiber optic,Two year,68.09,2313.75,No
CUST-00212,Male,44,2,DSL,Month-to-month,58.85,123.7,No
CUST-00213,Male,51,4,Fiber optic,Two year,82.19,323.95,No
CUST-00214,Male,61,10,Fiber optic,Month-to-month,80.19,816.78,Yes
CUST-00215,Male,21,70,Fiber optic,One year,77.62,5450.46,No
CUST-00216,Male,53,55,Fiber optic,Month-to-month,73.68,4036.31,No
CUST-00217,Female,35,9,DSL,One year,53.87,492.62,Yes
CUST-00218,Male,32,33,DSL,One year,60.92,2002.19,No
CUST-00219,Female,68,66,Fiber optic,Month-to-month,75.62,4993.78,Yes
CUST-00220,Male,30,71,DSL,One year,46.58,3321.97,No
CUST-00221,Male,36,30,DSL,One year,63.26,1883.42,No
CUST-00222,Male,66,70,DSL,One year,50.11,3487.83,No
CUST-00223,Female,23,65,DSL,One year,58.55,3792.21,No
CUST-00224,Female,65,69,Fiber optic,Month-to-month,76.75,5301.41,Yes
CUST-00225,Female,73,40,Fiber optic,One year,81.91,3264.21,No
CUST-00226,Female,29,62,No,Two year,19.74,1227.01,No
CUST-00227,Male,68,31,Fiber optic,Two year,70.9,2217.16,No
CUST-00228,Female,54,19,No,Two year,26.32,507.49,No
CUST-00229,Male,34,56,Fiber optic,Month-to-month,77.13,4319.04,Yes
CUST-00230,Male,40,49,No,One year,30.98,1522.17,No
CUST-00231,Female,43,24,No,One year,27.42,665.14,No
CUST-00232,Female,46,11,Fiber optic,Month-to-month,81.77,904.56,Yes
CUST-00233,Female,50,70,Fiber optic,Two year,71.18,4980.14,No
CUST-00234,Female,44,38,DSL,One year,46.8,1770.31,No
CUST-00235,Female,42,16,DSL,Month-to-month,47.64,763.87,No
CUST-00236,Female,73,44,No,Month-to-month,33.27,1477.09,No
CUST-00237,Female,72,10,No,Two year,24.64,258.63,No
CUST-00238,Female,27,69,Fiber optic,Month-to-month,67.3,4662.45,No
CUST-00239,Male,64,22,No,Month-to-month,32.2,717.43,No
CUST-00240,Female,40,69,No,Month-to-month,31.09,2139.96,Yes
CUST-00241,Female,38,37,Fiber optic,Month-to-month,75.73,2800.25,No
CUST-00242,Male,38,1,Fiber optic,Two year,76.69,89.59,Yes
CUST-00243,Female,60,71,Fiber optic,Month-to-month,69.68,4928.03,No
CUST-00244,Male,30,36,Fiber optic,One year,83.31,2987.84,No
CUST-00245,Male,54,48,DSL,Two year,63.19,3025.1,No
CUST-00246,Female,50,51,Fiber optic,One year,83.93,4272.36,Yes
CUST-00247,Male,41,32,Fiber optic,Month-to-month,82.75,2633.27,No
CUST-00248,Male,61,21,Fiber optic,One year,79.86,1694.96,No
CUST-00249,Male,28,4,No,Month-to-month,18.09,68.96,Yes
CUST-00250,Male,34,17,DSL,Month-to-month,53.16,921.82,Yes
CUST-00251,Female,21,37,DSL,One year,53.87,2011.13,No
CUST-00252,Male,64,36,No,Two year,28.71,1035.47,No
CUST-00253,Female,42,63,Fiber optic,One year,72.96,4584.25,No
CUST-00254,Male,47,9,DSL,Two year,54.09,493.36,No
CUST-00255,Male,26,41,Fiber optic,One year,65.43,2693.98,No
CUST-00256,Male,38,47,Fiber optic,One year,76.29,3568.45,No
CUST-00257,Male,37,43,No,Two year,19.32,845.51,No
CUST-00258,Female,36,15,Fiber optic,Month-to-month,83.01,1225.27,Yes
CUST-00259,Female,36,53,DSL,Month-to-month,47.6,2512.82,No
CUST-00260,Male,29,34,Fiber optic,One year,65.52,2208.12,No
CUST-00261,Male,54,27,No,One year,21.48,566.81,No
CUST-00262,Female,59,1,Fiber optic,Month-to-month,75.52,85.35,Yes
CUST-00263,Male,34,12,No,Month-to-month,25.26,287.54,No
CUST-00264,Male,54,40,DSL,Month-to-month,45.87,1846.02,No
CUST-00265,Male,71,58,No,One year,24.16,1419.89,No
CUST-00266,Female,65,68,Fiber optic,Two year,73.03,4973.64,No
CUST-00267,Female,56,52,Fiber optic,Two year,66.47,3439.66,No
CUST-00268,Female,45,44,DSL,One year,50.5,2227.34,No
CUST-00269,Male,58,19,No,Two year,34.89,664.18,No
CUST-00270,Male,52,23,Fiber optic,Month-to-month,66.98,1548.69,No
CUST-00271,Female,64,60,No,Month-to-month,30.38,1831.59,No
CUST-00272,Female,65,57,Fiber optic,Month-to-month,69.57,3959.04,No
CUST-00273,Female,35,26,DSL,One year,46.9,1216.52,No
CUST-00274,Female,31,25,DSL,Month-to-month,48.05,1218.24,No
CUST-00275,Male,52,6,Fiber optic,One year,66.86,385.05,No
CUST-00276,Female,61,41,Fiber optic,One year,76.13,3124.68,No
CUST-00277,Male,58,46,Fiber optic,Month-to-month,67.44,3096.6,No
CUST-00278,Female,24,52,Fiber optic,Two year,82.36,4291.66,No
CUST-00279,Male,58,58,No,One year,22.03,1281.03,No
CUST-00280,Female,30,37,DSL,Month-to-month,49.48,1815.27,No
CUST-00281,Female,35,68,DSL,Month-to-month,60.25,4100.11,No
CUST-00282,Female,54,52,No,One year,34.49,1806.27,No
CUST-00283,Female,30,14,Fiber optic,Month-to-month,65.53,934.51,Yes
CUST-00284,Male,53,25,Fiber optic,Month-to-month,68.61,1723.32,Yes
CUST-00285,Female,48,47,Fiber optic,One year,65.12,3075.53,No
CUST-00286,Male,19,18,Fiber optic,Two year,67.84,1226.4,No
CUST-00287,Male,33,8,DSL,Month-to-month,49.3,391.21,Yes
CUST-00288,Male,26,63,Fiber optic,Two year,79.43,5015.28,Yes
CUST-00289,Male,26,53,No,Two year,16.05,837.06,No
CUST-00290,Female,55,50,Fiber optic,Month-to-month,70.44,3528.58,Yes
CUST-00291,Male,28,38,DSL,One year,50.46,1927.8,No
CUST-00292,Male,71,3,Fiber optic,Month-to-month,70.66,219.13,Yes
CUST-00293,Male,73,2,Fiber optic,Month-to-month,65.91,127.63,Yes
CUST-00294,Female,39,63,DSL,One year,51.03,3203.24,No
CUST-00295,Female,50,28,No,One year,21.56,584.06,No
CUST-00296,Female,53,10,DSL,Month-to-month,52.6,534.19,No
CUST-00297,Female,62,57,No,Two year,31.12,1756.95,No
CUST-00298,Male,40,26,Fiber optic,One year,65.37,1716.59,No
CUST-00299,Male,62,20,Fiber optic,Two year,76.47,1537.74,Yes
CUST-00300,Female,62,38,Fiber optic,Month-to-month,65.42,2478.84,No
CUST-00301,Male,51,45,DSL,Two year,61.64,2790.61,No
CUST-00302,Male,26,65,Fiber optic,Month-to-month,69.87,4544.87,Yes
CUST-00303,Male,41,35,No,Month-to-month,21.21,735.77,Yes
CUST-00304,Female,25,64,Fiber optic,One year,75.21,4797.98,No
CUST-00305,Female,24,62,Fiber optic,One year,71.99,4472.32,No
CUST-00306,Male,53,34,No,One year,19.73,656.52,No
CUST-00307,Female,35,30,DSL,Month-to-month,60.2,1812.35,No
CUST-00308,Female,20,27,DSL,Month-to-month,54.88,1492.0,No
CUST-00309,Female,45,0,DSL,One year,63.48,0.0,No
CUST-00310,Female,23,24,Fiber optic,Month-to-month,77.49,1874.34,Yes
CUST-00311,Female,61,42,No,One year,16.37,685.05,No
CUST-00312,Male,61,66,Fiber optic,Month-to-month,66.12,4364.44,No
CUST-00313,Female,38,62,No,Two year,16.14,1013.81,No
CUST-00314,Male,45,50,Fiber optic,One year,82.11,4109.89,No
CUST-00315,Male,57,1,Fiber optic,One year,76.09,87.76,Yes
CUST-00316,Female,71,63,DSL,Two year,61.2,3861.44,No
CUST-00317,Male,71,68,No,One year,18.02,1207.65,No
CUST-00318,Male,18,8,DSL,Month-to-month,51.87,423.52,Yes
CUST-00319,Male,53,1,Fiber optic,Month-to-month,69.95,67.47,Yes
CUST-00320,Female,38,33,DSL,One year,48.17,1584.69,No
CUST-00321,Female,60,59,DSL,Month-to-month,51.77,3058.19,No
CUST-00322,Male,52,60,Fiber optic,One year,66.32,3962.87,No
CUST-00323,Female,30,30,DSL,Month-to-month,59.47,1790.5,No
CUST-00324,Female,74,9,No,Month-to-month,21.67,198.31,Yes
CUST-00325,Female,66,35,Fiber optic,One year,84.35,2960.33,No
CUST-00326,Female,71,48,Fiber optic,Two year,83.76,4012.87,No
CUST-00327,Male,71,69,Fiber optic,One year,81.26,5614.0,No
CUST-00328,Male,27,48,Fiber optic,Two year,78.71,3779.05,No
CUST-00329,Female,70,2,No,Two year,22.24,38.98,Yes
CUST-00330,Female,61,4,DSL,Month-to-month,63.95,255.26,Yes
CUST-00331,Male,64,60,DSL,Month-to-month,46.54,2806.38,No
CUST-00332,Male,70,25,DSL,One year,61.7,1557.91,No
CUST-00333,Female,27,71,No,Two year,30.33,2138.4,No
CUST-00334,Male,63,4,No,One year,31.63,137.35,Yes
CUST-00335,Female,30,14,DSL,Two year,53.75,748.98,No
CUST-00336,Female,54,15,Fiber optic,Month-to-month,73.88,1099.66,Yes
CUST-00337,Male,55,0,DSL,Month-to-month,55.68,0.0,No
CUST-00338,Male,41,15,DSL,One year,54.38,829.11,No
CUST-00339,Female,19,36,Fiber optic,Month-to-month,84.69,3047.26,Yes
CUST-00340,Female,39,2,DSL,Month-to-month,55.55,129.75,No
CUST-00341,Male,34,51,Fiber optic,Month-to-month,67.77,3446.17,No
CUST-00342,Female,53,46,Fiber optic,Month-to-month,76.09,3484.28,No
CUST-00343,Male,31,12,Fiber optic,One year,70.7,858.94,No
CUST-00344,Female,27,54,Fiber optic,Two year,67.95,3666.64,No
CUST-00345,Male,52,20,Fiber optic,Two year,74.02,1474.43,Yes
CUST-00346,Male,42,65,Fiber optic,One year,75.04,4867.04,No
CUST-00347,Male,20,53,DSL,Month-to-month,45.56,2432.11,No
CUST-00348,Female,64,26,Fiber optic,One year,80.83,2087.02,No
CUST-00349,Female,55,37,DSL,Month-to-month,58.92,2165.64,No
CUST-00350,Male,34,57,DSL,Month-to-month,45.11,2554.16,No
CUST-00351,Female,29,61,Fiber optic,Month-to-month,75.98,4643.63,Yes
CUST-00352,Male,71,45,No,Two year,20.76,926.34,No
CUST-00353,Male,69,10,DSL,Two year,60.88,607.06,No
CUST-00354,Female,41,71,DSL,One year,56.93,4023.03,No
CUST-00355,Female,46,7,DSL,One year,47.87,332.27,No
CUST-00356,Male,60,70,Fiber optic,Month-to-month,73.33,5139.77,No
CUST-00357,Female,42,63,Fiber optic,One year,66.35,4181.32,No
CUST-00358,Female,53,20,DSL,One year,56.08,1117.28,No
CUST-00359,Male,43,71,No,Month-to-month,34.62,2448.22,No
CUST-00360,Male,55,62,Fiber optic,Month-to-month,71.9,4466.87,No
CUST-00361,Female,18,63,Fiber optic,Two year,79.7,5014.64,No
CUST-00362,Male,37,19,Fiber optic,One year,81.27,1531.14,No
CUST-00363,Male,72,7,Fiber optic,Two year,78.91,557.62,Yes
CUST-00364,Female,45,57,Fiber optic,Two year,80.52,4588.16,Yes
CUST-00365,Male,33,45,Fiber optic,Two year,68.99,3086.2,No
CUST-00366,Male,64,30,DSL,Month-to-month,64.78,1945.19,No
CUST-00367,Female,34,8,Fiber optic,Month-to-month,68.82,544.86,No
CUST-00368,Female,57,14,Fiber optic,Month-to-month,71.64,987.92,No
CUST-00369,Male,45,25,DSL,Month-to-month,59.87,1512.44,No
CUST-00370,Male,29,9,DSL,One year,54.92,494.22,No
CUST-00371,Female,44,28,DSL,One year,61.02,1717.73,No
CUST-00372,Female,71,35,No,One year,31.45,1102.46,No
CUST-00373,Female,70,36,DSL,Month-to-month,58.22,2088.12,No
CUST-00374,Female,59,70,No,Two year,28.8,2009.73,No
CUST-00375,Male,64,22,Fiber optic,Month-to-month,72.05,1605.05,No
CUST-00376,Female,47,40,No,Month-to-month,33.96,1341.33,No
CUST-00377,Female,58,27,Fiber optic,One year,81.02,2194.77,Yes
CUST-00378,Male,51,47,No,One year,27.15,1287.37,No
CUST-00379,Female,54,37,DSL,Month-to-month,60.57,2235.75,No
CUST-00380,Male,23,30,Fiber optic,Month-to-month,77.1,2320.22,Yes
CUST-00381,Female,24,13,DSL,One year,60.26,786.36,No
CUST-00382,Female,49,72,Fiber optic,Month-to-month,77.99,5605.35,No
CUST-00383,Female,49,28,Fiber optic,Month-to-month,74.98,2094.94,Yes
CUST-00384,Male,70,50,Fiber optic,One year,70.21,3508.14,No
CUST-00385,Male,42,48,Fiber optic,Month-to-month,83.33,3999.47,No
CUST-00386,Female,50,42,DSL,Month-to-month,54.04,2285.66,Yes
CUST-00387,Male,72,71,Fiber optic,Month-to-month,78.64,5597.16,Yes
CUST-00388,Male,24,4,Fiber optic,Two year,66.3,266.88,No
CUST-00389,Male,69,41,DSL,Two year,59.24,2445.78,No
CUST-00390,Male,74,6,No,Month-to-month,25.18,135.91,Yes
CUST-00391,Male,29,41,No,Month-to-month,30.81,1244.16,No
CUST-00392,Male,33,35,No,Month-to-month,31.07,1089.63,Yes
CUST-00393,Female,33,26,No,Month-to-month,21.19,570.81,No
CUST-00394,Female,60,57,DSL,One year,60.38,3454.78,No
CUST-00395,Male,70,45,No,One year,27.85,1251.1,No
